user_id,age,session_duration,number_of_actions,last_active_days,session_topic,engagement_label
2129,24,117,29,18,AI,1
2130,42,99,22,25,Machine Learning,0
2131,41,60,36,10,Data Science,1
2132,40,104,6,24,Machine Learning,1
2133,51,9,17,15,Data Analytics,0
2134,52,69,32,8,Data Analytics,1
2135,50,23,15,23,Machine Learning,1
2136,56,36,24,24,Machine Learning,0
2137,59,79,1,8,Collaboration Tools,1
2138,26,55,31,30,Data Analytics,1
2139,45,15,19,5,Collaboration Tools,0
2140,25,46,1,29,Collaboration Tools,1
2141,36,117,39,27,Data Analytics,0
2142,30,41,25,16,Innovation Strategies,1
2143,30,51,38,20,AI,0
2144,24,26,18,24,AI,0
2145,41,70,6,30,Machine Learning,0
2146,43,63,23,19,AI,0
2147,48,71,33,16,AI,0
2148,34,45,6,23,Collaboration Tools,1
2149,23,39,11,30,Machine Learning,1
2150,44,21,4,19,Machine Learning,1
2151,31,51,36,10,Machine Learning,1
2152,39,29,29,14,AI,0
2153,53,40,16,17,Data Science,0
2154,44,117,20,7,Machine Learning,1
2155,41,24,1,3,Innovation Strategies,0
2156,23,92,19,19,Innovation Strategies,1
2157,60,25,33,11,AI,1
2158,55,15,35,28,Innovation Strategies,1
2159,29,96,23,30,AI,1
2160,22,83,24,27,Data Science,1
2161,22,65,30,25,Innovation Strategies,1
2162,23,45,2,3,Innovation Strategies,1
2163,57,33,18,30,Machine Learning,1
2164,45,70,27,2,Data Analytics,0
2165,46,103,35,30,Machine Learning,1
2166,55,54,34,5,Innovation Strategies,0
2167,44,105,2,4,AI,1
2168,39,49,24,29,Innovation Strategies,0
2169,28,9,34,13,AI,1
2170,53,22,1,2,Collaboration Tools,1
2171,44,48,30,6,AI,1
2172,31,13,22,4,Data Science,1
2173,47,85,14,17,Machine Learning,1
2174,50,89,23,14,Data Analytics,1
2175,36,104,31,8,Data Science,1
2176,55,119,28,29,Machine Learning,1
2177,43,81,26,1,Data Analytics,0
2178,59,55,40,1,Collaboration Tools,1
2179,44,8,21,22,Innovation Strategies,0
2180,46,6,37,26,Machine Learning,1
2181,56,95,7,28,Machine Learning,0
2182,43,92,18,8,Innovation Strategies,0
2183,36,17,29,26,Data Analytics,1
2184,26,35,26,19,AI,1
2185,47,113,23,2,Data Analytics,0
2186,42,69,29,28,Data Analytics,0
2187,42,22,3,13,Data Analytics,0
2188,22,63,31,7,Innovation Strategies,0
2189,26,7,40,27,Data Science,1
2190,23,103,23,3,AI,1
2191,29,44,5,4,Data Analytics,0
2192,25,56,17,12,AI,0
2193,36,81,18,16,AI,1
2194,33,12,20,22,Data Science,0
2195,48,14,15,2,Data Science,1
2196,45,10,7,2,AI,1
2197,60,22,9,5,Collaboration Tools,1
2198,59,8,35,14,AI,1
2199,46,21,33,12,AI,1
2200,47,65,34,30,Data Science,1
2201,41,33,7,23,AI,1
2202,52,50,8,1,Collaboration Tools,1
2203,55,42,39,4,Data Science,1
2204,46,76,21,4,Machine Learning,0
2205,54,117,27,22,Machine Learning,1
2206,33,93,39,10,Machine Learning,0
2207,42,113,9,19,Data Science,1
2208,52,62,12,21,Machine Learning,1
2209,53,49,37,7,Data Analytics,1
2210,43,50,10,17,Machine Learning,0
2211,25,34,40,16,AI,0
2212,24,72,3,6,Collaboration Tools,1
2213,55,55,20,17,Innovation Strategies,1
2214,50,97,15,18,AI,1
2215,41,119,19,21,Machine Learning,1
2216,51,18,38,23,Machine Learning,0
2217,50,6,32,12,AI,1
2218,39,92,39,5,Data Analytics,1
2219,50,59,21,27,Collaboration Tools,0
2220,25,9,1,2,Innovation Strategies,1
2221,54,81,24,29,Collaboration Tools,1
2222,29,91,38,9,Data Analytics,0
2223,60,44,11,12,AI,1
2224,57,107,11,29,Collaboration Tools,1
2225,44,118,24,23,Data Science,1
2226,31,65,30,13,Machine Learning,1
2227,55,29,15,23,Data Science,1
2228,51,25,1,13,Machine Learning,1
2229,39,29,26,12,Data Science,1
2230,32,10,3,22,Innovation Strategies,1
2231,33,80,24,23,Collaboration Tools,1
2232,33,55,36,26,Collaboration Tools,1
2233,37,73,26,0,Data Science,1
2234,22,79,9,27,Innovation Strategies,1
2235,40,51,28,6,Collaboration Tools,0
2236,29,31,38,21,Collaboration Tools,1
2237,35,106,37,3,AI,1
2238,60,109,10,2,Data Science,1
2239,44,112,12,19,Data Science,0
2240,42,71,27,5,Innovation Strategies,1
2241,59,81,31,15,Innovation Strategies,1
2242,57,118,11,25,Innovation Strategies,1
2243,32,103,27,4,AI,1
2244,53,12,24,18,AI,0
2245,43,40,31,15,Machine Learning,1
2246,22,101,17,24,Innovation Strategies,0
2247,37,47,4,3,Data Analytics,1
2248,56,16,34,20,Collaboration Tools,0
2249,35,82,40,30,Data Science,1
2250,52,56,23,23,Collaboration Tools,1
2251,32,59,11,21,Data Science,1
2252,53,24,11,13,Collaboration Tools,0
2253,57,87,24,27,Data Science,0
2254,28,32,17,18,Collaboration Tools,0
2255,41,64,11,2,Machine Learning,1
2256,33,93,7,30,Collaboration Tools,1
2257,41,22,16,25,Machine Learning,1
2258,23,67,13,28,Innovation Strategies,0
2259,30,6,34,28,Data Analytics,1
2260,28,6,24,26,Data Analytics,1
2261,50,41,23,8,Data Analytics,0
2262,53,119,2,1,Machine Learning,1
2263,43,48,33,24,Data Analytics,1
2264,53,117,15,24,AI,1
2265,52,60,16,15,Innovation Strategies,1
2266,54,31,4,10,Innovation Strategies,1
2267,48,31,14,17,Data Analytics,1
2268,32,22,23,24,Machine Learning,1
2269,36,87,8,0,Machine Learning,1
2270,32,47,28,16,Data Analytics,1
2271,54,25,32,4,Machine Learning,1
2272,48,7,31,19,Innovation Strategies,1
2273,28,78,36,12,Machine Learning,0
2274,23,88,4,12,Machine Learning,1
2275,42,43,32,30,Innovation Strategies,1
2276,31,92,8,17,Machine Learning,1
2277,45,58,34,1,Data Analytics,0
2278,23,22,32,7,Machine Learning,1
2279,46,65,9,25,Innovation Strategies,0
2280,56,74,31,29,Collaboration Tools,1
2281,31,32,39,5,AI,1
2282,29,26,16,22,AI,1
2283,27,52,27,5,Collaboration Tools,1
2284,40,43,14,6,Data Analytics,1
2285,31,35,7,25,Machine Learning,0
2286,58,77,19,4,AI,1
2287,22,25,31,27,Innovation Strategies,1
2288,30,43,10,24,Machine Learning,0
2289,59,110,35,29,Innovation Strategies,0
2290,40,34,12,1,Innovation Strategies,1
2291,49,22,32,21,Machine Learning,1
2292,33,59,30,27,Innovation Strategies,1
2293,53,56,31,28,Innovation Strategies,0
2294,54,17,38,7,Innovation Strategies,0
2295,46,57,33,13,Machine Learning,1
2296,44,91,28,29,AI,1
2297,35,45,27,12,Data Science,1
2298,60,20,15,5,Machine Learning,1
2299,43,62,17,8,AI,1
2300,49,91,30,19,AI,1
2301,53,64,18,29,Machine Learning,1
2302,27,37,28,21,Data Analytics,0
2303,52,45,31,12,Collaboration Tools,0
2304,47,70,20,14,Collaboration Tools,1
2305,47,77,4,6,Data Science,0
2306,57,12,24,28,Innovation Strategies,1
2307,52,19,29,30,Machine Learning,1
2308,49,13,25,21,AI,0
2309,30,103,7,6,Data Analytics,1
2310,25,118,34,8,Data Analytics,0
2311,60,23,28,11,Data Science,0
2312,49,69,19,21,Collaboration Tools,0
2313,38,62,10,29,Machine Learning,0
2314,50,10,39,10,Data Science,0
2315,50,87,6,26,Innovation Strategies,1
2316,58,61,2,26,Innovation Strategies,1
2317,30,34,29,1,Machine Learning,1
2318,55,90,5,18,Data Science,0
2319,45,80,11,20,Data Analytics,1
2320,40,42,31,27,Machine Learning,0
2321,53,10,35,13,Machine Learning,1
2322,43,78,14,17,Data Analytics,1
2323,57,28,3,12,Collaboration Tools,1
2324,26,69,23,18,Collaboration Tools,1
2325,35,67,17,15,AI,0
2326,36,114,2,18,Data Science,1
2327,39,9,33,9,Data Analytics,0
2328,60,93,1,2,AI,1
2329,37,25,40,25,Data Analytics,0
2330,45,78,26,29,Data Analytics,0
2331,44,22,38,21,Collaboration Tools,1
2332,45,48,29,19,Machine Learning,1
2333,55,17,32,14,AI,1
2334,47,80,2,2,Collaboration Tools,1
2335,49,83,38,22,Innovation Strategies,1
2336,48,40,34,30,Machine Learning,1
2337,31,98,39,15,Collaboration Tools,1
2338,50,17,34,2,Collaboration Tools,1
2339,23,46,7,13,Data Analytics,1
2340,41,69,20,3,Data Analytics,1
2341,42,52,30,19,Data Science,1
2342,32,49,5,29,Innovation Strategies,1
2343,32,67,27,17,Data Science,0
2344,54,6,30,5,AI,1
2345,46,70,21,15,Machine Learning,0
2346,43,54,13,18,Data Analytics,1
2347,48,31,17,8,AI,1
2348,54,42,37,0,Data Science,1
2349,40,58,27,8,AI,1
2350,33,53,20,27,AI,1
2351,35,73,17,28,Data Science,1
2352,37,77,33,9,Innovation Strategies,1
2353,42,120,8,11,Machine Learning,0
2354,53,75,33,27,Machine Learning,1
2355,53,115,34,12,AI,0
2356,44,16,34,15,AI,1
2357,29,18,29,4,Collaboration Tools,1
2358,52,61,10,18,AI,1
2359,51,63,13,26,Machine Learning,1
2360,41,6,27,4,Data Science,0
2361,30,71,17,15,Machine Learning,0
2362,59,95,27,2,Collaboration Tools,0
2363,43,68,34,21,Data Analytics,0
2364,43,21,27,17,AI,1
2365,52,114,38,7,Innovation Strategies,0
2366,32,77,2,9,Data Science,1
2367,49,114,29,21,Data Science,1
2368,49,99,26,5,Data Analytics,1
2369,33,97,19,20,Data Science,0
2370,24,66,18,24,AI,0
2371,43,15,10,16,Collaboration Tools,1
2372,29,43,34,12,Innovation Strategies,1
2373,40,110,12,1,AI,1
2374,56,67,40,5,AI,0
2375,29,106,9,4,AI,1
2376,56,76,6,11,AI,1
2377,39,105,1,5,Data Analytics,1
2378,38,51,30,21,Data Science,0
2379,56,28,33,0,AI,1
2380,48,60,17,26,Data Analytics,1
2381,55,32,33,24,Data Science,1
2382,60,89,35,17,Collaboration Tools,1
2383,46,49,12,8,AI,1
2384,24,59,25,19,Innovation Strategies,1
2385,46,75,4,15,AI,1
2386,47,5,25,10,Collaboration Tools,1
2387,35,114,4,2,Innovation Strategies,1
2388,39,79,6,2,AI,1
2389,44,56,34,4,Data Analytics,1
2390,27,91,3,12,Machine Learning,1
2391,53,66,38,11,Machine Learning,1
2392,37,93,25,14,Data Science,0
2393,30,37,31,13,Data Analytics,0
2394,43,101,23,12,AI,1
2395,38,52,27,30,Collaboration Tools,0
2396,22,39,16,27,Data Analytics,1
2397,51,62,14,8,Data Science,1
2398,38,57,25,3,Innovation Strategies,1
2399,25,67,23,3,Innovation Strategies,0
2400,38,34,39,9,Machine Learning,0
2401,46,52,31,13,AI,1
2402,58,90,26,2,Collaboration Tools,1
2403,44,84,37,25,Innovation Strategies,1
2404,52,7,10,7,Collaboration Tools,1
2405,31,117,4,11,AI,0
2406,29,96,17,1,Collaboration Tools,1
2407,36,92,1,20,Data Analytics,1
2408,48,90,33,4,Innovation Strategies,1
2409,39,100,8,17,Data Analytics,1
2410,28,115,27,25,Data Analytics,1
2411,45,52,23,10,AI,1
2412,26,51,2,13,Machine Learning,1
2413,42,44,12,5,Data Analytics,0
2414,22,7,13,3,Data Science,1
2415,37,76,12,16,AI,1
2416,44,29,6,11,Machine Learning,1
2417,35,7,27,3,Machine Learning,1
2418,52,108,23,17,Machine Learning,0
2419,58,101,30,25,Machine Learning,1
2420,24,57,11,27,Innovation Strategies,1
2421,48,68,17,7,Innovation Strategies,1
2422,46,13,27,15,Innovation Strategies,1
2423,50,63,10,28,Machine Learning,1
2424,46,29,38,16,Collaboration Tools,1
2425,49,13,20,10,Machine Learning,1
2426,59,14,38,24,Data Analytics,1
2427,44,19,15,27,Machine Learning,1
2428,22,39,22,17,Data Science,1
2429,40,51,2,5,Data Analytics,1
2430,44,27,23,11,AI,1
2431,59,108,25,9,Machine Learning,0
2432,60,86,30,14,Data Science,1
2433,48,9,18,12,Data Science,0
2434,55,83,27,12,Data Science,1
2435,22,75,18,3,AI,1
2436,25,22,6,29,Data Analytics,0
2437,42,64,12,22,Collaboration Tools,1
2438,46,52,5,10,Collaboration Tools,1
2439,39,60,16,25,Collaboration Tools,1
2440,39,21,29,14,Data Analytics,1
2441,26,102,40,10,AI,1
2442,24,45,2,22,Data Science,1
2443,56,110,3,11,Collaboration Tools,1
2444,33,56,16,7,AI,1
2445,59,51,34,20,Data Analytics,1
2446,47,59,40,3,Data Analytics,0
2447,49,90,37,12,Collaboration Tools,1
2448,33,35,11,29,Machine Learning,1
2449,42,33,20,30,Machine Learning,1
2450,30,87,15,11,Innovation Strategies,0
2451,40,93,39,12,Data Science,1
2452,39,111,12,26,Collaboration Tools,1
2453,43,33,35,18,Innovation Strategies,1
2454,23,24,20,2,Collaboration Tools,1
2455,43,62,23,11,Data Science,1
2456,33,42,3,28,Machine Learning,0
2457,38,57,22,12,Collaboration Tools,1
2458,46,8,25,29,Collaboration Tools,1
2459,39,112,6,3,Collaboration Tools,0
2460,58,6,9,8,Data Science,0
2461,52,20,27,26,Collaboration Tools,1
2462,60,28,16,12,AI,1
2463,60,35,27,2,AI,1
2464,22,90,32,6,AI,1
2465,44,117,16,21,Machine Learning,0
2466,46,20,8,29,Machine Learning,1
2467,39,36,11,0,Data Science,0
2468,42,9,22,10,Data Analytics,1
2469,34,103,13,10,Data Science,1
2470,46,100,19,5,Data Science,1
2471,28,59,26,12,Machine Learning,0
2472,54,7,30,27,Collaboration Tools,1
2473,34,104,20,4,AI,0
2474,42,70,25,20,Data Science,1
2475,39,71,10,18,Data Analytics,1
2476,33,70,12,19,Data Science,1
2477,34,27,25,24,Machine Learning,1
2478,59,119,15,30,Data Analytics,1
2479,39,83,14,0,AI,1
2480,26,67,18,6,Innovation Strategies,0
2481,42,43,11,15,Data Analytics,1
2482,58,56,19,2,Machine Learning,0
2483,29,95,39,26,Machine Learning,1
2484,54,80,32,19,Collaboration Tools,0
2485,52,35,1,28,Data Analytics,0
2486,38,79,38,2,Collaboration Tools,1
2487,29,101,38,14,Machine Learning,0
2488,49,59,11,16,Data Science,1
2489,38,72,4,23,Data Science,1
2490,54,14,17,16,Data Analytics,1
2491,22,83,17,4,Machine Learning,1
2492,33,18,14,21,Collaboration Tools,1
2493,43,109,19,18,Data Analytics,1
2494,53,101,27,25,Collaboration Tools,1
2495,47,96,7,5,Data Analytics,0
2496,24,33,35,16,Innovation Strategies,1
2497,31,21,13,5,Machine Learning,1
2498,31,12,25,21,Machine Learning,0
2499,42,13,27,6,Data Analytics,1
2500,52,119,33,1,AI,0
2501,36,10,4,27,Data Science,0
2502,40,34,3,24,Data Analytics,1
2503,51,118,1,9,Data Science,1
2504,51,59,12,1,Data Analytics,1
2505,43,48,1,11,Machine Learning,1
2506,43,44,28,16,AI,1
2507,38,65,18,18,Collaboration Tools,0
2508,24,119,13,9,Machine Learning,1
2509,56,21,33,20,Machine Learning,1
2510,53,116,22,6,Innovation Strategies,1
2511,28,57,38,6,Data Science,1
2512,55,58,18,2,Innovation Strategies,1
2513,43,61,29,0,Collaboration Tools,1
2514,41,74,39,3,Data Science,1
2515,30,63,26,30,Data Analytics,0
2516,40,92,28,18,Collaboration Tools,1
2517,49,85,16,4,Innovation Strategies,1
2518,24,69,34,29,Innovation Strategies,1
2519,41,76,18,28,AI,1
2520,28,75,30,16,AI,0
2521,46,10,26,6,Collaboration Tools,0
2522,50,80,33,17,AI,1
2523,55,102,7,20,Innovation Strategies,1
2524,52,36,4,23,AI,0
2525,42,74,15,1,Machine Learning,0
2526,33,103,39,21,Data Analytics,0
2527,40,95,13,18,Machine Learning,0
2528,54,26,23,12,Innovation Strategies,1
2529,55,12,11,25,Data Analytics,0
2530,42,26,1,14,Machine Learning,0
2531,23,95,20,0,Innovation Strategies,0
2532,58,64,30,16,Data Science,1
2533,59,48,3,20,Machine Learning,1
2534,39,103,9,29,Machine Learning,1
2535,41,41,35,11,Innovation Strategies,1
2536,32,47,40,4,Innovation Strategies,1
2537,46,87,7,10,AI,1
2538,49,36,21,13,Data Analytics,1
2539,48,77,37,4,Data Analytics,0
2540,36,115,21,19,Data Science,0
2541,53,20,22,1,Innovation Strategies,1
2542,47,87,19,12,Machine Learning,0
2543,36,25,39,10,Data Analytics,1
2544,27,64,30,21,Data Analytics,0
2545,59,26,5,2,Data Science,1
2546,46,33,28,1,Machine Learning,1
2547,49,30,7,21,Data Science,1
2548,44,92,39,18,Machine Learning,1
2549,44,69,14,30,Data Analytics,0
2550,41,7,36,12,Machine Learning,0
2551,40,16,39,9,Collaboration Tools,1
2552,34,52,9,7,Collaboration Tools,1
2553,53,77,4,10,Innovation Strategies,1
2554,55,66,18,29,Innovation Strategies,1
2555,46,113,22,12,Data Science,0
2556,25,115,4,28,Collaboration Tools,1
2557,44,56,25,10,AI,1
2558,33,47,25,13,Innovation Strategies,0
2559,27,91,13,22,Collaboration Tools,1
2560,55,72,5,24,AI,1
2561,31,18,38,19,Machine Learning,1
2562,35,31,31,9,Machine Learning,0
2563,29,68,35,27,Data Science,1
2564,33,112,14,6,AI,1
2565,41,77,29,26,Machine Learning,1
2566,49,91,4,27,Innovation Strategies,1
2567,41,71,7,11,Machine Learning,1
2568,45,55,14,30,AI,1
2569,59,40,10,30,Data Analytics,0
2570,56,68,20,9,Data Science,1
2571,46,9,15,23,Innovation Strategies,1
2572,28,92,1,30,Machine Learning,1
2573,37,48,20,18,Machine Learning,1
2574,32,12,2,9,Collaboration Tools,1
2575,39,80,39,19,AI,1
2576,55,95,39,13,Collaboration Tools,1
2577,27,63,39,3,AI,1
2578,47,38,24,17,Machine Learning,1
2579,30,18,22,13,Innovation Strategies,1
2580,24,63,31,28,AI,1
2581,58,18,23,23,Data Analytics,0
2582,53,12,13,12,Innovation Strategies,1
2583,27,41,18,24,AI,1
2584,36,10,15,26,Data Analytics,0
2585,44,70,4,1,Data Analytics,0
2586,26,12,21,9,Innovation Strategies,0
2587,53,101,35,21,Innovation Strategies,1
2588,39,97,14,10,Collaboration Tools,1
2589,49,80,10,9,Innovation Strategies,1
2590,27,110,34,20,Data Science,0
2591,36,62,32,24,AI,0
2592,40,33,4,30,Innovation Strategies,1
2593,35,116,24,7,Innovation Strategies,1
2594,51,28,24,3,Machine Learning,1
2595,29,58,3,20,Data Science,0
2596,52,73,22,14,Data Science,1
2597,35,43,24,30,Data Science,1
2598,47,10,24,21,Data Analytics,0
2599,38,58,8,28,Data Science,1
2600,45,116,7,2,Data Science,1
2601,32,10,9,9,AI,0
2602,43,34,35,13,Data Analytics,0
2603,39,17,23,13,Machine Learning,1
2604,36,91,17,0,Collaboration Tools,1
2605,29,45,5,22,Data Science,1
2606,37,44,32,12,Collaboration Tools,0
2607,22,112,14,16,Collaboration Tools,0
2608,40,88,37,29,AI,1
2609,24,44,15,22,Data Science,1
2610,60,35,4,22,Innovation Strategies,0
2611,31,60,24,19,Collaboration Tools,1
2612,50,91,8,21,Data Analytics,1
2613,39,43,3,30,Data Science,1
2614,34,83,21,5,Collaboration Tools,1
2615,44,59,11,13,AI,1
2616,27,22,13,11,Collaboration Tools,1
2617,26,39,23,29,Data Science,0
2618,51,17,35,3,Data Analytics,0
2619,40,84,3,27,AI,1
2620,54,108,23,8,Collaboration Tools,1
2621,48,57,1,0,Machine Learning,1
2622,36,73,10,15,Machine Learning,0
2623,55,102,9,19,Data Analytics,1
2624,44,85,10,28,AI,1
2625,33,41,15,17,Machine Learning,1
2626,44,99,32,20,AI,1
2627,48,13,9,27,Innovation Strategies,1
2628,27,84,40,2,Collaboration Tools,1
2629,44,109,37,4,Data Science,1
2630,36,44,25,29,Collaboration Tools,1
2631,34,34,34,15,Collaboration Tools,1
2632,36,92,15,6,Collaboration Tools,1
2633,33,70,11,21,Data Analytics,1
2634,47,100,28,19,Machine Learning,1
2635,45,73,11,11,Data Science,1
2636,43,53,32,27,Innovation Strategies,1
2637,23,86,38,23,Collaboration Tools,1
2638,51,65,10,14,Data Analytics,1
2639,40,31,33,14,Innovation Strategies,0
2640,57,109,13,19,Collaboration Tools,1
2641,46,85,17,7,Innovation Strategies,0
2642,36,89,18,15,Data Analytics,1
2643,52,115,8,1,Innovation Strategies,0
2644,60,84,32,29,Innovation Strategies,0
2645,60,69,7,19,Collaboration Tools,1
2646,51,112,35,7,Collaboration Tools,1
2647,46,111,18,19,Data Science,1
2648,46,45,34,7,Innovation Strategies,0
2649,60,99,37,22,Innovation Strategies,1
2650,31,36,4,2,Machine Learning,0
2651,23,59,7,18,Innovation Strategies,1
2652,55,47,26,13,Data Analytics,1
2653,29,9,7,8,Collaboration Tools,0
2654,44,9,13,21,AI,1
2655,60,82,14,2,Machine Learning,1
2656,43,91,39,14,AI,1
2657,48,16,25,16,Data Analytics,1
2658,50,23,18,16,Data Science,1
2659,43,110,35,12,Collaboration Tools,1
2660,38,85,24,20,Collaboration Tools,1
2661,47,48,1,14,Collaboration Tools,1
2662,36,56,2,1,Data Analytics,1
2663,24,25,5,9,Innovation Strategies,1
2664,38,103,35,17,Collaboration Tools,1
2665,28,114,18,13,Data Science,1
2666,49,54,21,1,Collaboration Tools,1
2667,36,36,10,3,Innovation Strategies,0
2668,26,13,12,0,Innovation Strategies,1
2669,56,33,11,1,AI,1
2670,26,97,13,24,AI,1
2671,40,65,20,27,AI,0
2672,38,55,16,27,Machine Learning,1
2673,22,120,29,1,Data Science,1
2674,42,66,13,26,Innovation Strategies,1
2675,30,59,3,9,Data Analytics,1
2676,48,109,27,10,Innovation Strategies,1
2677,49,81,11,17,Collaboration Tools,0
2678,54,77,6,16,Innovation Strategies,0
2679,52,54,34,6,Innovation Strategies,1
2680,58,105,15,13,Data Analytics,1
2681,59,58,25,29,Data Science,0
2682,37,49,9,26,Data Analytics,1
2683,35,108,8,26,Collaboration Tools,1
2684,23,86,15,10,Innovation Strategies,1
2685,45,100,2,9,Data Science,0
2686,37,103,28,9,Data Analytics,0
2687,50,72,27,19,Innovation Strategies,1
2688,50,78,10,7,Collaboration Tools,1
2689,27,23,17,0,Innovation Strategies,0
2690,44,56,13,6,Data Science,0
2691,41,76,35,29,Innovation Strategies,1
2692,56,57,2,7,Collaboration Tools,1
2693,39,15,25,4,Data Analytics,1
2694,35,61,7,0,Machine Learning,1
2695,26,37,15,23,Machine Learning,1
2696,37,78,36,11,Machine Learning,1
2697,56,72,23,20,AI,1
2698,32,71,10,6,Data Science,1
2699,28,117,6,14,Machine Learning,1
2700,26,16,35,25,Innovation Strategies,1
2701,35,91,14,8,Collaboration Tools,1
2702,38,62,8,16,Collaboration Tools,1
2703,37,57,11,29,AI,1
2704,30,80,9,5,Data Science,1
2705,40,98,40,10,Collaboration Tools,1
2706,39,105,21,22,Machine Learning,0
2707,24,89,8,29,Data Analytics,0
2708,38,112,35,1,AI,1
2709,24,16,20,26,Collaboration Tools,0
2710,38,87,8,7,Data Analytics,1
2711,38,27,33,18,Data Science,1
2712,53,13,33,9,Data Science,0
2713,35,42,2,10,Data Analytics,0
2714,29,67,11,30,Collaboration Tools,1
2715,42,59,28,1,Innovation Strategies,1
2716,41,112,6,25,Data Science,1
2717,48,111,6,23,Innovation Strategies,1
2718,52,71,12,3,Collaboration Tools,1
2719,36,112,14,8,Innovation Strategies,1
2720,30,78,10,9,Data Science,0
2721,26,30,12,4,Data Analytics,1
2722,45,54,29,11,Machine Learning,1
2723,52,64,22,16,Data Science,0
2724,25,101,15,29,AI,1
2725,35,81,17,24,Collaboration Tools,0
2726,44,116,4,28,Machine Learning,1
2727,33,38,36,20,Machine Learning,1
2728,23,13,32,7,Data Science,1
2729,50,88,30,18,Innovation Strategies,1
2730,22,117,15,27,AI,0
2731,52,5,30,16,Innovation Strategies,1
2732,34,60,21,2,AI,1
2733,30,43,21,19,AI,1
2734,45,57,17,21,Data Analytics,1
2735,44,21,35,26,Innovation Strategies,1
2736,55,101,35,23,Data Science,0
2737,48,36,31,22,Data Analytics,1
2738,22,6,8,0,Machine Learning,1
2739,27,113,24,17,Collaboration Tools,1
2740,24,106,6,6,AI,1
2741,58,57,16,26,AI,1
2742,24,7,39,18,Innovation Strategies,1
2743,37,75,34,25,Data Analytics,1
2744,43,119,9,28,AI,1
2745,28,108,27,7,Machine Learning,1
2746,43,105,35,17,Data Science,0
2747,56,34,12,1,AI,1
2748,26,42,33,4,Collaboration Tools,1
2749,31,75,29,14,Machine Learning,0
2750,26,23,20,9,Data Science,0
2751,28,40,22,15,AI,0
2752,35,101,28,11,Machine Learning,1
2753,32,111,26,17,Data Science,1
2754,31,113,30,27,Machine Learning,0
2755,37,82,27,6,Data Science,1
2756,33,55,6,28,Collaboration Tools,1
2757,52,62,23,14,Collaboration Tools,1
2758,30,10,36,28,Innovation Strategies,0
2759,47,35,11,17,Data Analytics,1
2760,42,66,23,15,Machine Learning,0
2761,33,75,4,12,Machine Learning,1
2762,46,84,6,28,Collaboration Tools,0
2763,41,34,2,10,Data Analytics,1
2764,22,76,5,5,Collaboration Tools,0
2765,22,8,13,1,Innovation Strategies,0
2766,34,26,21,7,Collaboration Tools,1
2767,51,104,5,27,Machine Learning,0
2768,25,78,4,8,Data Science,1
2769,24,47,39,22,Data Analytics,1
2770,59,59,12,20,AI,1
2771,55,120,24,12,Machine Learning,0
2772,44,81,36,27,Innovation Strategies,1
2773,26,42,40,18,Collaboration Tools,1
2774,59,10,30,13,Data Analytics,1
2775,40,17,25,29,Machine Learning,1
2776,35,56,35,26,Machine Learning,1
2777,41,25,36,20,AI,1
2778,50,29,11,27,Data Science,1
2779,33,44,37,25,Machine Learning,1
2780,52,5,20,19,Machine Learning,1
2781,46,65,8,13,Data Analytics,0
2782,24,20,11,8,Data Science,0
2783,39,91,15,27,Data Science,0
2784,40,27,39,25,Innovation Strategies,0
2785,37,77,25,27,Data Science,1
2786,29,80,36,12,AI,1
2787,35,36,27,16,Innovation Strategies,1
2788,35,15,31,24,Innovation Strategies,1
2789,40,37,27,2,Collaboration Tools,1
2790,46,47,15,2,Innovation Strategies,1
2791,39,43,27,22,Collaboration Tools,1
2792,32,93,34,16,AI,1
2793,37,9,29,5,Collaboration Tools,1
2794,31,18,7,29,Innovation Strategies,1
2795,23,104,25,23,Machine Learning,1
2796,40,9,2,15,Machine Learning,1
2797,53,90,31,4,Data Analytics,1
2798,37,80,4,27,AI,1
2799,54,52,3,26,Machine Learning,0
2800,58,107,4,9,Collaboration Tools,0
2801,44,38,22,16,Collaboration Tools,1
2802,30,11,13,24,AI,1
2803,47,48,26,9,Data Analytics,1
2804,56,9,2,10,Data Analytics,1
2805,58,80,38,6,Collaboration Tools,1
2806,47,33,6,9,AI,1
2807,25,101,14,12,AI,1
2808,32,71,26,27,Machine Learning,0
2809,31,20,29,6,Data Science,0
2810,42,44,35,10,Data Analytics,1
2811,37,91,6,14,Collaboration Tools,1
2812,25,76,33,12,Data Analytics,1
2813,42,42,33,14,Data Analytics,1
2814,39,54,3,24,Data Analytics,0
2815,38,118,38,6,Data Analytics,1
2816,45,103,22,23,Collaboration Tools,1
2817,55,107,21,16,Machine Learning,1
2818,22,56,7,6,Data Analytics,1
2819,33,77,4,11,Data Analytics,0
2820,60,36,33,27,Machine Learning,0
2821,54,13,14,18,Collaboration Tools,1
2822,46,98,21,8,Collaboration Tools,0
2823,27,28,19,10,Collaboration Tools,1
2824,23,113,29,12,AI,0
2825,39,74,19,8,Collaboration Tools,1
2826,43,12,39,27,Data Science,1
2827,59,60,14,13,Collaboration Tools,1
2828,35,113,16,5,Machine Learning,0
2829,22,55,6,0,Machine Learning,1
2830,34,93,21,30,Innovation Strategies,1
2831,56,116,29,14,AI,0
2832,24,45,15,1,Data Analytics,1
2833,36,67,32,12,Collaboration Tools,1
2834,32,25,38,20,Data Analytics,0
2835,35,44,32,9,Innovation Strategies,0
2836,56,32,24,4,Data Science,1
